  id   |    word    |   category   | difficulty 
 24042 | 피로회복   | 스포츠의학   |          2
 24043 | 영양학     | 스포츠의학   |          2
 24044 | 심폐기능   | 스포츠의학   |          2
 24045 | 유연성     | 스포츠의학   |          2
 24046 | 균형감각   | 스포츠의학   |          2
 24047 | 김연아     | 스포츠의학   |          2
 24048 | 손흥민     | 스포츠의학   |          1
 24049 | 대한체육회 | 스포츠의학   |          2
 24050 | 그림자     | 미학         |          2
 24051 | 선율       | 미학         |          2
 24052 | 칸딘스키   | 미학         |          2
 24053 | 서양화     | 미학         |          2
 24054 | 동양화     | 미학         |          2
 24055 | 입체파     | 미학         |          2
 24056 | 나는       | 미학         |          1
 24057 | 그것       | 미학         |          2
 24058 | 나노바이오 | 나노과학     |          2
 24059 | 나노메디신 | 나노과학     |          2
 24060 | 광전자소자 | 나노과학     |          2
 24061 | 바이오센서 | 나노과학     |          2
 24062 | 나노패턴   | 나노과학     |          2
 24063 | 양자컴퓨터 | 나노과학     |          2
 24064 | 교육열     | 교육         |          2
 24065 | 사교육     | 교육         |          2
 24066 | 교육정책   | 교육         |          2
 24067 | 교육철학   | 교육         |          2
 24068 | 인지발달   | 교육         |          2
 24069 | 교육심리학 | 교육         |          2
 24070 | 교육공학   | 교육         |          2
 24071 | 판결       | 법학         |          2
 24072 | 계약       | 법학         |          2
 24073 | 권리       | 법학         |          2
 24074 | 의무       | 법학         |          2
 24075 | 죄명       | 법학         |          2
 24076 | 검사       | 법학         |          2
 24077 | 발달심리학 | 유아교육학   |          2
 24078 | 유적       | 고고학       |          2
 24079 | 토기       | 고고학       |          2
 24080 | 도자기     | 고고학       |          2
 24081 | 청동기     | 고고학       |          2
 24082 | 석기       | 고고학       |          1
 24083 | 화석       | 고고학       |          2
 24084 | 층위       | 고고학       |          2
 24085 | 문화층     | 고고학       |          2
 24086 | 고인류     | 고고학       |          2
 24087 | 석관       | 고고학       |          2
 24088 | 무덤       | 고고학       |          2
 24089 | 가야       | 고고학       |          2
 24090 | 신석기     | 고고학       |          2
 24091 | 고대사회   | 고고학       |          2
 24092 | 악장       | 음악학       |          2
 24093 | 푸가       | 음악학       |          2
 24094 | 협주곡     | 음악학       |          2
 24095 | 슈베르트   | 음악학       |          2
 24096 | 음악사     | 음악학       |          2
 24097 | 음향학     | 음악학       |          2
 24098 | 음률론     | 음악학       |          2
 24099 | 대위법     | 음악학       |          2
 24100 | 변주곡     | 음악학       |          2
 24101 | 인지       | 인지과학     |          2
 24102 | 지각       | 인지과학     |          2
 24103 | 개념       | 인지과학     |          2
 24104 | 뇌파       | 인지과학     |          2
 24105 | 뉴런       | 인지과학     |          2
 24106 | 시냅스     | 인지과학     |          2
 24107 | 컴퓨터     | 인지과학     |          2
 24108 | 알고리즘   | 인지과학     |          2
 24109 | 심리학     | 인지과학     |          2
 24110 | 철학       | 인지과학     |          2
 24111 | 한국어     | 인지과학     |          2
 24112 | 서울       | 인지과학     |          1
 24113 | 세포질     | 생물학       |          2
 24114 | 엽록체     | 생물학       |          2
 24115 | 핵산       | 생물학       |          2
 24116 | 호르몬     | 생물학       |          2
 24117 | 박테리아   | 생물학       |          2
 24118 | 진핵생물   | 생물학       |          2
 24119 | 원핵생물   | 생물학       |          2
 24120 | 세포분열   | 생물학       |          2
 24121 | 유전형질   | 생물학       |          2
 24122 | 인슐린     | 생물학       |          2
 24123 | 계약서     | 업무         |          2
 24124 | 인사고과   | 업무         |          2
 24125 | 경영전략   | 업무         |          2
 24126 | 업무보고   | 업무         |          2
 24127 | 사업계획   | 업무         |          2
 24128 | 시장조사   | 업무         |          2
 24129 | 리스크관리 | 업무         |          2
 24130 | 브랜드관리 | 업무         |          2
 24131 | 투자유치   | 업무         |          2
 24132 | 지식재산권 | 업무         |          2
 24133 | 기술이전   | 업무         |          2
 24134 | 구글       | 업무         |          1
 24135 | 삼성전자   | 업무         |          1
 24136 | 매출액     | 업무         |          2
 24137 | 영업이익   | 업무         |          2
 24138 | 자본금     | 업무         |          2
 24139 | 주사       | 수의학       |          2
 24140 | 질병       | 수의학       |          2
 24141 | 광견병     | 수의학       |          2
 24142 | 수술       | 수의학       |          2
 24143 | 마취       | 수의학       |          2
 24144 | 레스토랑   | 외식경영학   |          2
 24145 | 메뉴판     | 외식경영학   |          2
 24146 | 서빙       | 외식경영학   |          2
 24148 | 매출액     | 외식경영학   |          2
 24149 | 프랜차이즈 | 외식경영학   |          2
 24150 | 경영전략   | 외식경영학   |          2
 24151 | 인건비     | 외식경영학   |          2
 24152 | 원가절감   | 외식경영학   |          2
 24153 | 식재료     | 외식경영학   |          2
 24154 | 소비자     | 외식경영학   |          2
 24155 | 트렌드     | 외식경영학   |          2
 24156 | 미슐랭     | 외식경영학   |          2
 24157 | 셰프       | 외식경영학   |          2
 24158 | 수익률     | 외식경영학   |          2
 24159 | 도시       | 도시계획학   |          2
 24160 | 주택       | 도시계획학   |          2
 24161 | 건물       | 도시계획학   |          2
 24162 | 교통       | 도시계획학   |          2
 24163 | 공원       | 도시계획학   |          1
 24164 | 녹지       | 도시계획학   |          2
 24165 | 상권       | 도시계획학   |          2
 24166 | 인구       | 도시계획학   |          2
 24167 | 지역       | 도시계획학   |          2
 24168 | 계획       | 도시계획학   |          2
 24169 | 토지       | 도시계획학   |          2
 24170 | 시설       | 도시계획학   |          2
 24171 | 환경       | 도시계획학   |          2
 24172 | 개발       | 도시계획학   |          2
 24173 | 정비       | 도시계획학   |          2
 24174 | 재개발     | 도시계획학   |          2
 24175 | 공원       | 조경학       |          1
 24176 | 꽃밭       | 조경학       |          2
 24177 | 조경       | 조경학       |          2
 24178 | 서울숲     | 조경학       |          2
 24179 | 중앙공원   | 조경학       |          2
 24180 | 녹지대     | 조경학       |          2
 24181 | 경관디자인 | 조경학       |          2
 24182 | 조경설계   | 조경학       |          2
 24183 | 수경시설   | 조경학       |          2
 24184 | 석축       | 조경학       |          2
 24185 | 생태연못   | 조경학       |          2
 24186 | 테라스     | 조경학       |          2
 24188 | 디스플레이 | 전자공학     |          2
 24189 | 전력시스템 | 전자공학     |          2
 24190 | 통신기술   | 전자공학     |          2
 24191 | 엘지전자   | 전자공학     |          2
 24192 | 메모리카드 | 전자공학     |          2
 24193 | 전자부품   | 전자공학     |          2
 24194 | 무선통신   | 전자공학     |          2
 24195 | 직무윤리   | 윤리학       |          2
 24196 | 기업윤리   | 윤리학       |          2
 24197 | 전문직     | 윤리학       |          2
 24198 | 공정거래   | 윤리학       |          2
 24199 | 사회적책임 | 윤리학       |          2
 24200 | 윤리경영   | 윤리학       |          2
 24201 | 도덕규범   | 윤리학       |          2
 24202 | 가치관     | 윤리학       |          2
 24203 | 상호존중   | 윤리학       |          2
 24204 | 책임의식   | 윤리학       |          2
 24205 | 투명성     | 윤리학       |          2
 24206 | 비밀유지   | 윤리학       |          2
 24207 | 이해상충   | 윤리학       |          2
 24208 | 소비자권리 | 윤리학       |          2
 24209 | 윤리강령   | 윤리학       |          2
 24210 | 준법의식   | 윤리학       |          2
 24211 | 거버넌스   | 윤리학       |          2
 24212 | 인권보호   | 윤리학       |          2
 24213 | 어린이집   | 아동학       |          2
 24214 | 책상       | 아동학       |          2
 24215 | 의자       | 아동학       |          2
 24216 | 연필       | 아동학       |          2
 24217 | 지우개     | 아동학       |          2
 24218 | 색연필     | 아동학       |          2
 24219 | 크레파스   | 아동학       |          2
 24220 | 스케치북   | 아동학       |          2
 24221 | 미술도구   | 아동학       |          2
 24222 | 가족사진   | 아동학       |          2
 24223 | 겨울왕국   | 아동학       |          2
 24224 | 플레이도우 | 아동학       |          2
 24225 | 카풀서비스 | 운송         |          2
 24226 | 컨테이너선 | 운송         |          2
 24227 | 항공화물   | 운송         |          2
 24228 | 택시호출   | 운송         |          2
 24229 | 배달대행   | 운송         |          2
 24230 | 자율주행차 | 운송         |          2
 24231 | 수하물처리 | 운송         |          2
 24232 | 우버이츠   | 운송         |          2
 24233 | 학습       | 교육학       |          2
 24234 | 교사       | 교육학       |          2
 24235 | 교육       | 교육학       |          2
 24236 | 진로       | 교육학       |          2
 24237 | 평가       | 교육학       |          2
 24238 | 자아       | 교육학       |          2
 24239 | 동기       | 교육학       |          2
 24240 | 인지발달   | 교육학       |          2
 24241 | 사회성     | 교육학       |          2
 24242 | 정서발달   | 교육학       |          2
 24243 | 교육과정   | 교육학       |          2
 24244 | 학습전략   | 교육학       |          2
 24245 | 메타인지   | 교육학       |          2
 24246 | 서울대학교 | 교육학       |          2
 24247 | 교육심리학 | 교육학       |          2
 24248 | 학습장애   | 교육학       |          2
 24249 | 포트폴리오 | 교육학       |          2
 24250 | 설계도면   | 기계공학     |          2
 24251 | 생산기술   | 기계공학     |          2
 24252 | 정밀측정   | 기계공학     |          2
 24253 | 유체역학   | 기계공학     |          2
 24254 | 열역학원리 | 기계공학     |          2
 24255 | 진동제어   | 기계공학     |          2
 24256 | 재료공학   | 기계공학     |          2
 24258 | 로봇팔     | 기계공학     |          2
 24259 | 엔지니어링 | 기계공학     |          2
 24261 | 산업자동화 | 기계공학     |          2
 24262 | 플랜트설비 | 기계공학     |          2
 24263 | 내연기관   | 기계공학     |          2
 24264 | 공정관리   | 기계공학     |          2
 24265 | 지멘스     | 기계공학     |          2
 24275 | 카페       | 외식경영학   |          1
 24276 | 브런치     | 외식경영학   |          3
 24277 | 디저트     | 외식경영학   |          2
 24278 | 뷔페       | 외식경영학   |          2
 24279 | 푸드코트   | 외식경영학   |          3
 24280 | 바리스타   | 외식경영학   |          3
 24281 | 홀서비스   | 외식경영학   |          4
 24282 | 와인리스트 | 외식경영학   |          4
 24283 | 쿠킹클래스 | 외식경영학   |          3
 24284 | 플레이팅   | 외식경영학   |          4
 24285 | 키오스크   | 외식경영학   |          3
 24286 | 주방       | 외식경영학   |          2
 24287 | 테이블     | 외식경영학   |          2
 24288 | 계산대     | 외식경영학   |          2
 24289 | 매출       | 외식경영학   |          3
 24290 | 원가       | 외식경영학   |          4
 24291 | 고객만족도 | 외식경영학   |          4
 24292 | 배달앱     | 외식경영학   |          3
 24293 | 푸드트럭   | 외식경영학   |          3
 24294 | 너희       | 국어국문학   |          2
 24295 | 스마트폰   | 국어국문학   |          3
 24296 | 대한민국   | 국어국문학   |          3
 24297 | 김연아     | 국어국문학   |          3
 24298 | 소설가     | 국어국문학   |          3
 24299 | 인터넷     | 국어국문학   |          3
 24300 | 대학교     | 국어국문학   |          4
 24301 | 문학평론   | 국어국문학   |          4
 24302 | 플랫폼     | 국어국문학   |          4
 24303 | 알고리즘   | 국어국문학   |          4
 24304 | 사이버펑크 | 국어국문학   |          5
 24305 | 메타버스   | 국어국문학   |          5
 24306 | 언어학자   | 국어국문학   |          5
 24307 | 고려대학교 | 국어국문학   |          5
 24308 | 극사실주의 | 국어국문학   |          5
 24309 | 우주선     | 천문학       |          2
 24310 | 은하수     | 천문학       |          2
 24311 | 안드로메다 | 천문학       |          3
 24312 | 다크매터   | 천문학       |          5
 24313 | 다크에너지 | 천문학       |          5
 24314 | 펄서       | 천문학       |          5
 24315 | 행성계     | 천문학       |          3
 24316 | 우주탐사   | 천문학       |          3
 24317 | 화성암     | 지질학       |          3
 24318 | 지질도     | 지질학       |          4
 24319 | 풍화작용   | 지질학       |          4
 24320 | 침식작용   | 지질학       |          4
 24321 | 지하수     | 지질학       |          3
 24322 | 플레이트   | 지질학       |          5
 24323 | 지구조운동 | 지질학       |          5
 24324 | 덕윤리     | 윤리학       |          5
 24325 | 의무론     | 윤리학       |          5
 24326 | 유네스코   | 윤리학       |          3
 24327 | 옴부즈맨   | 윤리학       |          5
 24328 | 워커홀릭   | 세계사       |          3
 24329 | 갑질       | 세계사       |          4
 24330 | 밀레니얼   | 세계사       |          3
 24331 | 젠지       | 세계사       |          4
 24332 | 브렉시트   | 세계사       |          4
 24333 | 트럼프     | 세계사       |          2
 24334 | 푸틴       | 세계사       |          2
 24335 | 코로나     | 세계사       |          1
 24336 | 팬데믹     | 세계사       |          3
 24337 | 유튜버     | 세계사       |          2
 24338 | 인플루언서 | 세계사       |          3
 24339 | 메타버스   | 세계사       |          4
 24341 | 우크라이나 | 세계사       |          2
 24342 | 천체망원경 | 우주과학     |          4
 24343 | 암흑에너지 | 우주과학     |          5
 24344 | 브랜딩     | 경영         |          4
 24345 | 네이버     | 경영         |          4
 24346 | 투자       | 경영         |          4
 24347 | 인수합병   | 경영         |          5
 24348 | 주주총회   | 경영         |          5
 24349 | 선생님     | 직업         |          1
 24350 | 경찰       | 직업         |          1
 24351 | 운전사     | 직업         |          2
 24352 | 기자       | 직업         |          3
 24353 | 교수       | 직업         |          3
 24354 | 판사       | 직업         |          5
 24355 | 검사       | 직업         |          5
 24356 | 승무원     | 직업         |          3
 24357 | 디자이너   | 시각디자인학 |          2
 24358 | 포토샵     | 시각디자인학 |          2
 24361 | 인쇄디자인 | 시각디자인학 |          3
 24362 | 영상편집   | 시각디자인학 |          3
 24363 | 사용자경험 | 시각디자인학 |          5
 24364 | 정보건축   | 시각디자인학 |          5
 24365 | 재활병원   | 간호학       |          4
 24366 | 간호장     | 간호학       |          4
 24367 | 포유류     | 생물학       |          3
 24368 | 조류       | 생물학       |          3
 24369 | 파충류     | 생물학       |          3
 24370 | 양서류     | 생물학       |          3
 24371 | 어류       | 생물학       |          3
 24372 | 균류       | 생물학       |          4
 24373 | 연주자     | 음악사학     |          2
 24374 | 합창단     | 음악사학     |          4
 24375 | 음악사     | 음악사학     |          4
 24376 | 음악이론   | 음악사학     |          4
 24377 | 음악학과   | 음악사학     |          4
 24378 | 관현악     | 음악사학     |          4
 24379 | 국립극장   | 음악사학     |          3
 24380 | 음악사가   | 음악사학     |          5
 24381 | 음계체계   | 음악사학     |          5
 24382 | 광고주     | 미디어학     |          3
 24383 | 방송국     | 미디어학     |          2
 24384 | 편집장     | 미디어학     |          4
 24385 | 홍보팀     | 미디어학     |          4
 24386 | 카카오     | 미디어학     |          2
 24387 | 한국       | 지리학       |          1
 24388 | 강원도     | 지리학       |          2
 24389 | 문화재     | 역사         |          2
 24390 | 사료       | 역사         |          4
 24391 | 고대       | 역사         |          2
 24392 | 중세       | 역사         |          3
 24393 | 근대       | 역사         |          3
 24394 | 현대       | 역사         |          2
 24395 | 세계사     | 역사         |          4
 24396 | 한국사     | 역사         |          2
 24397 | 신석기시대 | 역사         |          4
 24398 | 고려시대   | 역사         |          3
 24399 | 발굴       | 역사         |          3
 24400 | 유적지     | 역사         |          3
 24401 | 역사서     | 역사         |          5
 24402 | 카레       | 요리         |          3
 24403 | 잡채       | 요리         |          3
 24404 | 불고기     | 요리         |          3
 24405 | 갈비찜     | 요리         |          4
 24406 | 닭갈비     | 요리         |          4
 24407 | 수육       | 요리         |          4
 24408 | 초밥       | 요리         |          3
 24409 | 쿠키       | 요리         |          2
 24410 | 물리치료   | 작업치료학   |          2
 24411 | 의료기기   | 작업치료학   |          2
 24412 | 인지재활   | 작업치료학   |          3
 24413 | 상지기능   | 작업치료학   |          4
 24414 | 작업분석   | 작업치료학   |          4
 24415 | 기능적활동 | 작업치료학   |          5
 24416 | 구심성수축 | 작업치료학   |          5
 24417 | 편측무시   | 작업치료학   |          5
 24418 | 감각수용   | 작업치료학   |          5
 24419 | 소비자     | 경제학       |          1
 24420 | 기업       | 경제학       |          2
 24421 | 경쟁       | 경제학       |          3
 24422 | 경제성장률 | 경제학       |          4
 24423 | 국내총생산 | 경제학       |          4
 24424 | 물가상승률 | 경제학       |          4
 24425 | 통화정책   | 경제학       |          4
 24426 | 게임이론   | 경제학       |          5
 24427 | 삼성전자   | 경제학       |          5
 24428 | 암치료     | 방사선학     |          4
 24429 | 나노융합   | 나노과학     |          3
 24430 | 나노패터닝 | 나노과학     |          5
 24431 | 나노계측   | 나노과학     |          4
 24432 | 나노안전성 | 나노과학     |          4
(1024 rows)

